LabelName,DisplayName,wikidata,aat,iconclass,entity_collection
/m/013y0j,Organ (Biology),,,,
/m/013y1f,Organ (Musical Instrument),https://www.wikidata.org/entity/Q2029863,,,
/m/013yjr,Ensete,https://www.wikidata.org/entity/Q312321,,,
/m/013ysd,Portuguese man o' war,https://www.wikidata.org/entity/Q202526,,,
/m/0140x,Mcdonnell douglas av-8b harrier ii,https://www.wikidata.org/entity/Q635687,,,
/m/0140x2,Christmas carol,,,,
/m/01423,Fairchild republic a-10 thunderbolt ii,https://www.wikidata.org/entity/Q192443,,,
/m/0142m,Lockheed ac-130,https://www.wikidata.org/entity/Q431231,,,
/m/0142pl,Duel,https://www.wikidata.org/entity/Q191503,http://vocab.getty.edu/page/aat/300230815,,
/m/0142sg,One-piece garment,,,,
/m/0142t_,Moat,https://www.wikidata.org/entity/Q88480,http://vocab.getty.edu/page/aat/300003716,,
/m/0142vg,Sled,https://www.wikidata.org/entity/Q181388,http://vocab.getty.edu/page/aat/300216402,http://www.iconclass.org/rkd/46C181/,
/m/0142wf,Pajamas,https://www.wikidata.org/entity/Q193204,http://vocab.getty.edu/page/aat/300215942,,
/m/0142y7,Spandex,https://www.wikidata.org/entity/Q330262,http://vocab.getty.edu/page/aat/300310125,,
/m/01432t,Cassette deck,https://www.wikidata.org/entity/Q510176,,,
/m/0143h2,Port wine,https://www.wikidata.org/entity/Q191034,,,
/m/01443y,Headgear,https://www.wikidata.org/entity/Q14952,http://vocab.getty.edu/page/aat/300209285,http://www.iconclass.org/rkd/41D221/,
/m/01444p,Cloak,https://www.wikidata.org/entity/Q516992,http://vocab.getty.edu/page/aat/300046142,http://www.iconclass.org/rkd/41D211(MANTEAU)/,
/m/01445t,Athlete,https://www.wikidata.org/entity/Q2066131,http://vocab.getty.edu/page/aat/300236025,,
/m/0144np,Ph meter,https://www.wikidata.org/entity/Q300965,,,
/m/0145sj,Procyonidae,https://www.wikidata.org/entity/Q147114,http://vocab.getty.edu/page/aat/300310342,,
/m/014621,Parka,https://www.wikidata.org/entity/Q567688,http://vocab.getty.edu/page/aat/300256721,,
/m/01474s,Vortex,https://www.wikidata.org/entity/Q732722,,,
/m/0147vs,McDonnell Douglas,https://www.wikidata.org/entity/Q201815,,,
/m/01482f,Brie,https://www.wikidata.org/entity/Q193411,,,
/m/0148h8,Mink,https://www.wikidata.org/entity/Q17700,,,
/m/0148n3,Eid al-fitr,https://www.wikidata.org/entity/Q464458,http://vocab.getty.edu/page/aat/300264565,,
/m/01492b,Opera house,https://www.wikidata.org/entity/Q153562,http://vocab.getty.edu/page/aat/300007104,http://www.iconclass.org/rkd/48A723/,
/m/0149_7,Shrew,https://www.wikidata.org/entity/Q41631,http://vocab.getty.edu/page/aat/300250317,,
/m/0149qc,Hair removal,https://www.wikidata.org/entity/Q625145,http://vocab.getty.edu/page/aat/300234581,,
/m/0149r,Aquarium,https://www.wikidata.org/entity/Q45782,http://vocab.getty.edu/page/aat/300216972,http://www.iconclass.org/rkd/34B41/,
/m/0149w3,Shaving,https://www.wikidata.org/entity/Q369570,http://vocab.getty.edu/page/aat/300263010,,
/m/014_cd,Crumhorn,https://www.wikidata.org/entity/Q930367,http://vocab.getty.edu/page/aat/300042505,,
/m/014_d3,Ford taurus,,,,
/m/014_z9,Apple pie,https://www.wikidata.org/entity/Q1068034,,,
/m/014cnc,Student,https://www.wikidata.org/entity/Q48282,http://vocab.getty.edu/page/aat/300025909,,
/m/014dn0,Sodium bicarbonate,https://www.wikidata.org/entity/Q179731,http://vocab.getty.edu/page/aat/300379979,,
/m/014dsx,Travel,https://www.wikidata.org/entity/Q61509,http://vocab.getty.edu/page/aat/300080094,http://www.iconclass.org/rkd/46C5/,
/m/014f__,Supercar,https://www.wikidata.org/entity/Q815679,,,
/m/014ht3,Cosplay,https://www.wikidata.org/entity/Q142554,,,
/m/014hvd,Long island iced tea,https://www.wikidata.org/entity/Q1052769,,,
/m/014j1m,Apple,https://www.wikidata.org/entity/Q89,http://vocab.getty.edu/page/aat/300266417,http://www.iconclass.org/rkd/25G21(APPLE)/,
/m/014jg3,Training,https://www.wikidata.org/entity/Q918385,http://vocab.getty.edu/page/aat/300188820,,
/m/014jq0,Analog synthesizer,https://www.wikidata.org/entity/Q3268757,,,
/m/014jrm,Amphibious vehicle,https://www.wikidata.org/entity/Q474698,http://vocab.getty.edu/page/aat/300227789,http://www.iconclass.org/rkd/46C164/,
/m/014jz8,Udon,https://www.wikidata.org/entity/Q471861,,,
/m/014kdf,Megatron,https://www.wikidata.org/entity/Q828473,,,http://data.europeana.eu/agent/base/147511
/m/014kk_,Crescent,https://www.wikidata.org/entity/Q5488888,http://vocab.getty.edu/page/aat/300165510,,
/m/014l8n,Yogurt,https://www.wikidata.org/entity/Q13317,,http://www.iconclass.org/rkd/41C64132/,
/m/014m0q,Ford model t,,,,
/m/014mnd,Circus,https://www.wikidata.org/entity/Q47928,,http://www.iconclass.org/rkd/43A36/,http://data.europeana.eu/concept/base/110
/m/014mpm,Intersection,https://www.wikidata.org/entity/Q17141489,,,
/m/014q3b,Cape,https://www.wikidata.org/entity/Q1034198,http://vocab.getty.edu/page/aat/300046140,,
/m/014q5m,Kyūdō,https://www.wikidata.org/entity/Q273125,,,
/m/014qzr,Composite material,https://www.wikidata.org/entity/Q181790,http://vocab.getty.edu/page/aat/300014627,,
/m/014r1s,Christmas eve,https://www.wikidata.org/entity/Q106010,,,
/m/014rrf,Hybrid vehicle,https://www.wikidata.org/entity/Q193075,,,
/m/014sg5,Viola (Plant),https://www.wikidata.org/entity/Q257659,,,
/m/014sv8,Human eye,,,,
/m/014tl,Ammunition,https://www.wikidata.org/entity/Q185785,http://vocab.getty.edu/page/aat/300036928,http://www.iconclass.org/rkd/45C161/,
/m/014trl,Cosmetics,https://www.wikidata.org/entity/Q131207,http://vocab.getty.edu/page/aat/300236306,,
/m/014v7p,Zebra crossing,https://www.wikidata.org/entity/Q7328304,,,
/m/014vnq,Donburi,https://www.wikidata.org/entity/Q1061842,,,
/m/014vsb,Burdock,https://www.wikidata.org/entity/Q27257,http://vocab.getty.edu/page/aat/300375556,,
/m/014vtw,Tensoba,https://www.wikidata.org/entity/Q7700692,,,
/m/014wv,Agar,https://www.wikidata.org/entity/Q177998,http://vocab.getty.edu/page/aat/300130954,,
/m/014xcs,Pedestrian crossing,https://www.wikidata.org/entity/Q8010,http://vocab.getty.edu/page/aat/300003838,,
/m/014xqm,Earth day,https://www.wikidata.org/entity/Q124473,,,
/m/014y4n,Paddle,https://www.wikidata.org/entity/Q599797,http://vocab.getty.edu/page/aat/300213080,,
/m/014y53,Olfaction,https://www.wikidata.org/entity/Q1541064,http://vocab.getty.edu/page/aat/300055140,,
/m/014yck,Aircraft engine,https://www.wikidata.org/entity/Q743004,,,
/m/014zc9,Eskrima,https://www.wikidata.org/entity/Q752190,,,
/m/014zdl,Explosion,https://www.wikidata.org/entity/Q179057,http://vocab.getty.edu/page/aat/300262469,,
/m/014zv0,Stockbroker,https://www.wikidata.org/entity/Q4182927,,,
/m/014zz1,Hurdy gurdy,https://www.wikidata.org/entity/Q207821,http://vocab.getty.edu/page/aat/300042179,http://www.iconclass.org/rkd/48C7314/,
/m/01504,Brass,https://www.wikidata.org/entity/Q39782,http://vocab.getty.edu/page/aat/300010946,,
/m/0150fh,Ultralight aviation,https://www.wikidata.org/entity/Q678305,,,
/m/01514,Ballroom dance,https://www.wikidata.org/entity/Q1085001,,,
/m/01515d,Flight,https://www.wikidata.org/entity/Q206021,,,
/m/0151b0,Triangle (Musical Instrument),https://www.wikidata.org/entity/Q19821,http://vocab.getty.edu/page/aat/300009806,http://www.iconclass.org/rkd/49D33/,
/m/0151nd,Balaclava,https://www.wikidata.org/entity/Q21616267,,,
/m/0151tr,Ginger nut,https://www.wikidata.org/entity/Q7879663,,,
/m/0152cj,Melba toast,https://www.wikidata.org/entity/Q73755,,,
/m/0152hh,Snowman,https://www.wikidata.org/entity/Q483985,,,
/m/0152k3,Pectin,https://www.wikidata.org/entity/Q188154,http://vocab.getty.edu/page/aat/300266453,,
/m/0152n0,Skeleton (Sport),https://www.wikidata.org/entity/Q7881,http://vocab.getty.edu/page/aat/300191778,,
/m/0152pb,Yawl,https://www.wikidata.org/entity/Q1137441,http://vocab.getty.edu/page/aat/300212982,,
/m/0153bq,Mascot,https://www.wikidata.org/entity/Q18670161,,,
/m/01540,Biology,https://www.wikidata.org/entity/Q420,http://vocab.getty.edu/page/aat/300054466,http://www.iconclass.org/rkd/49F/,http://data.europeana.eu/concept/base/140
/m/01553z,Ratite,https://www.wikidata.org/entity/Q19170,,,
/m/0155_t,Shamrock,https://www.wikidata.org/entity/Q1247368,,,
/m/0155br,Sherry,https://www.wikidata.org/entity/Q16398,,,
/m/0155hn,Carbon,https://www.wikidata.org/entity/Q5860,,,
/m/01564y,Lockheed c-5 galaxy,https://www.wikidata.org/entity/Q182012,,,
/m/0156dy,Project,https://www.wikidata.org/entity/Q170584,,,
/m/0156sn,Ball,https://www.wikidata.org/entity/Q18545,,,
/m/0157l1,Cable-stayed bridge,https://www.wikidata.org/entity/Q158555,http://vocab.getty.edu/page/aat/300007842,,
/m/0158_5,Cockpit,https://www.wikidata.org/entity/Q194156,,,
/m/0158vt,Tunnel,https://www.wikidata.org/entity/Q44377,http://vocab.getty.edu/page/aat/300007899,,
/m/01599,Beer,https://www.wikidata.org/entity/Q44,,,
/m/0159gt,Brewery,https://www.wikidata.org/entity/Q131734,,,
/m/015_77,Walnut,https://www.wikidata.org/entity/Q208021,http://vocab.getty.edu/page/aat/300266426,http://www.iconclass.org/rkd/25G21(WALNUT)/,
/m/015_d,Bomber,https://www.wikidata.org/entity/Q170877,http://vocab.getty.edu/page/aat/300213027,,
/m/015_vx,Beech,https://www.wikidata.org/entity/Q25403,http://vocab.getty.edu/page/aat/300343877,,
/m/015_x,Billiards,https://www.wikidata.org/entity/Q3341285,http://vocab.getty.edu/page/aat/300222754,http://www.iconclass.org/rkd/43C4145/,
/m/015_xj,Plane (Plant),https://www.wikidata.org/entity/Q163025,http://vocab.getty.edu/page/aat/300375188,,
/m/015b1y,Mai tai,https://www.wikidata.org/entity/Q280531,,,
/m/015bv3,Document,https://www.wikidata.org/entity/Q49848,http://vocab.getty.edu/page/aat/300026030,,
/m/015c4z,Sitting,https://www.wikidata.org/entity/Q1144593,http://vocab.getty.edu/page/aat/300263970,,
/m/015dmz,Marlin,https://www.wikidata.org/entity/Q30961,,,
/m/015fyw,Poppy,https://www.wikidata.org/entity/Q967457,,,
/m/015g8h,Saturn,https://www.wikidata.org/entity/Q569235,,,
/m/015h31,Animator,https://www.wikidata.org/entity/Q266569,http://vocab.getty.edu/page/aat/300025646,,
/m/015h7g,New Years Day,https://www.wikidata.org/entity/Q196627,http://vocab.getty.edu/page/aat/300069456,,
/m/015h_t,Human beard,https://www.wikidata.org/entity/Q42804,http://vocab.getty.edu/page/aat/300379263,http://www.iconclass.org/rkd/31A534/,
/m/015jwr,Swing (Dance),https://www.wikidata.org/entity/Q224088,,,
/m/015k1g,Caller id,https://www.wikidata.org/entity/Q747865,,,
/m/015k4l,Aphids,https://www.wikidata.org/entity/Q183350,,,
/m/015k7,Gautama buddha,https://www.wikidata.org/entity/Q9441,,http://www.iconclass.org/rkd/12H13(BUDDHA)/,
/m/015k7l,Pepeke nguturoa,,,,
/m/015kp7,Stratovolcano,https://www.wikidata.org/entity/Q169358,,,
/m/015kr,Bridge,https://www.wikidata.org/entity/Q12280,http://vocab.getty.edu/page/aat/300007836,http://www.iconclass.org/rkd/46C112/,
/m/015l3b,Green dragon,https://www.wikidata.org/entity/Q4190944,,,
/m/015l7n,Bird-of-paradise,https://www.wikidata.org/entity/Q179333,,http://www.iconclass.org/rkd/25F35(BIRD OF PARADISE)/,
/m/015l9_,Japanese beetle,https://www.wikidata.org/entity/Q1683382,,,
/m/015l_t,Dust,https://www.wikidata.org/entity/Q165632,http://vocab.getty.edu/page/aat/300014646,,
/m/015lbc,Crow-like bird,https://www.wikidata.org/entity/Q25565,http://vocab.getty.edu/page/aat/300310525,,
/m/015lkb,Braided river,https://www.wikidata.org/entity/Q590219,,,
/m/015ll,Board game,https://www.wikidata.org/entity/Q131436,http://vocab.getty.edu/page/aat/300217912,http://www.iconclass.org/rkd/43C52/,
/m/015lz1,Singing,https://www.wikidata.org/entity/Q27939,http://vocab.getty.edu/page/aat/300264372,http://www.iconclass.org/rkd/11Q7571/,
/m/015m2,Bead,https://www.wikidata.org/entity/Q1053956,http://vocab.getty.edu/page/aat/300234006,,
/m/015mm6,Tights,https://www.wikidata.org/entity/Q3651083,http://vocab.getty.edu/page/aat/300209999,,
/m/015mr2,Lockheed p-3 orion,https://www.wikidata.org/entity/Q155490,,,
/m/015mwc,Kimjongilia,https://www.wikidata.org/entity/Q496517,,,
/m/015n_w,Future,https://www.wikidata.org/entity/Q344,,http://www.iconclass.org/rkd/23A33/,
/m/015p6,Bird,https://www.wikidata.org/entity/Q5113,http://vocab.getty.edu/page/aat/300266506,http://www.iconclass.org/rkd/25F3/,
/m/015qbp,Parking meter,https://www.wikidata.org/entity/Q953960,http://vocab.getty.edu/page/aat/300003857,http://www.iconclass.org/rkd/46C16823/,
/m/015qcd,Payphone,https://www.wikidata.org/entity/Q900977,,,
/m/015qff,Traffic light,https://www.wikidata.org/entity/Q8004,http://vocab.getty.edu/page/aat/300181815,http://www.iconclass.org/rkd/46C1153/,
/m/015r61,Modern art,https://www.wikidata.org/entity/Q38166,,,
/m/015rkd,Chicory,https://www.wikidata.org/entity/Q2544599,,,
/m/015rt,Bay leaf,https://www.wikidata.org/entity/Q2370943,,,
/m/015rvg,Wedding ring,https://www.wikidata.org/entity/Q842096,http://vocab.getty.edu/page/aat/300312100,http://www.iconclass.org/rkd/42D1712/,
/m/015s2f,Water resources,https://www.wikidata.org/entity/Q1049799,http://vocab.getty.edu/page/aat/300190219,,
/m/015st5,Oil rig,https://www.wikidata.org/entity/Q689880,http://vocab.getty.edu/page/aat/300006426,,
/m/015vmt,Rangefinder,,,,
/m/015vt,Brassicales,,,,
/m/015w3y,Falafel,https://www.wikidata.org/entity/Q188788,,,
/m/015w6q,Barbie,https://www.wikidata.org/entity/Q167447,,,
/m/015w76,Avro lancaster,https://www.wikidata.org/entity/Q203622,,,
/m/015w7p,Cauliflower,https://www.wikidata.org/entity/Q7537,,,
/m/015wgc,Croissant,https://www.wikidata.org/entity/Q207832,,,
/m/015x4r,Cucumber,https://www.wikidata.org/entity/Q23425,,,
/m/015x5n,Radish,,,,
/m/015x8t,Radio clock,,,,
/m/015y82,African grey,https://www.wikidata.org/entity/Q10809423,,,
/m/015y8h,Jet aircraft,https://www.wikidata.org/entity/Q206592,http://vocab.getty.edu/page/aat/300212985,,
/m/015z8s,Airbus a320 family,https://www.wikidata.org/entity/Q6475,,,
/m/015z_b,Takeoff,https://www.wikidata.org/entity/Q854248,,,
/m/015zbk,Airbus a330,https://www.wikidata.org/entity/Q6478,,,
/m/015zfk,Food coloring,https://www.wikidata.org/entity/Q753009,,,
/m/015zfz,Airbus,https://www.wikidata.org/entity/Q67,,,
/m/015zny,Metal detector,https://www.wikidata.org/entity/Q211959,,,
/m/015zzv,Runway (Aviation),https://www.wikidata.org/entity/Q184590,http://vocab.getty.edu/page/aat/300007918,,
/m/0160dh,Fingerroot,https://www.wikidata.org/entity/Q1074199,,,
/m/016133,Handshake,https://www.wikidata.org/entity/Q830043,,,
/m/01613k,Holding hands,https://www.wikidata.org/entity/Q1149968,,,
/m/0161df,Ulama,https://www.wikidata.org/entity/Q189459,,,
/m/0162_1,Towel,https://www.wikidata.org/entity/Q131696,http://vocab.getty.edu/page/aat/300216632,http://www.iconclass.org/rkd/31A5463/,
/m/0162j4,Rafting,https://www.wikidata.org/entity/Q207238,,,
/m/0162v0,Kelp,https://www.wikidata.org/entity/Q1055316,,,
/m/0163gn,Paintball,https://www.wikidata.org/entity/Q192832,,,
/m/0163q8,Flamingo,https://www.wikidata.org/entity/Q21693898,,,
/m/01645p,Avocado,https://www.wikidata.org/entity/Q37153,,,
/m/016622,Tubular bell,https://www.wikidata.org/entity/Q178812,http://vocab.getty.edu/page/aat/300041887,,
/m/01662y,Mulled wine,https://www.wikidata.org/entity/Q6584,,,
/m/016676,Aerobics,https://www.wikidata.org/entity/Q215641,,,
/m/0166ls,Park,https://www.wikidata.org/entity/Q22698,http://vocab.getty.edu/page/aat/300008187,http://www.iconclass.org/rkd/43B42/,
/m/0166z_,Pizzelle,https://www.wikidata.org/entity/Q3743152,,,
/m/01670y,Butterfly milkweed,https://www.wikidata.org/entity/Q311131,,,
/m/0167gd,Doll,https://www.wikidata.org/entity/Q168658,http://vocab.getty.edu/page/aat/300211087,,
/m/0167m6,Squad,https://www.wikidata.org/entity/Q207063,,,
/m/0167s5,Non-commissioned officer,https://www.wikidata.org/entity/Q158950,,,
/m/0167sn,Halibut,https://www.wikidata.org/entity/Q3074737,http://vocab.getty.edu/page/aat/300250865,,
/m/0168g6,Factory,https://www.wikidata.org/entity/Q83405,http://vocab.getty.edu/page/aat/300006232,,
/m/016983,River delta,https://www.wikidata.org/entity/Q43197,http://vocab.getty.edu/page/aat/300008760,,
/m/0169z3,Agedashi tofu,https://www.wikidata.org/entity/Q2756985,,,
/m/0169z_,Dashi,https://www.wikidata.org/entity/Q851746,,,
/m/0169zh,Smartphone,https://www.wikidata.org/entity/Q22645,,,
/m/016_bh,Shadbush,https://www.wikidata.org/entity/Q156957,,,
/m/016b0y,Okay,https://www.wikidata.org/entity/Q217844,,,
/m/016b2k,Bramble,https://www.wikidata.org/entity/Q23925140,,,
/m/016b3m,Gravel,https://www.wikidata.org/entity/Q133833,http://vocab.getty.edu/page/aat/300011689,,
/m/016bn0,Omelette,https://www.wikidata.org/entity/Q20129,,,
/m/016bpr,Recumbent bicycle,https://www.wikidata.org/entity/Q750483,,,
/m/016bql,Igloo,https://www.wikidata.org/entity/Q101805,http://vocab.getty.edu/page/aat/300005601,http://www.iconclass.org/rkd/41A195/,
/m/016br2,Dome (Architecture),https://www.wikidata.org/entity/Q12493,http://vocab.getty.edu/page/aat/300001280,http://www.iconclass.org/rkd/48C1623/,
/m/016btq,Vineyard,https://www.wikidata.org/entity/Q22715,http://vocab.getty.edu/page/aat/300000248,http://www.iconclass.org/rkd/47I421/,
/m/016c3c,Graduation,,,,
/m/016c4t,Ceremony,https://www.wikidata.org/entity/Q2627975,http://vocab.getty.edu/page/aat/300054754,,
/m/016c68,Adult,https://www.wikidata.org/entity/Q80994,http://vocab.getty.edu/page/aat/300154397,,
/m/016cjb,Gospel music,https://www.wikidata.org/entity/Q180268,,,http://data.europeana.eu/concept/base/1615
/m/016cps,Groundhog,https://www.wikidata.org/entity/Q221612,http://vocab.getty.edu/page/aat/300250611,,
/m/016d87,Quandong,,,,
/m/016dld,Jerky,https://www.wikidata.org/entity/Q17156060,,,
/m/016ds5,Seamount,https://www.wikidata.org/entity/Q503269,http://vocab.getty.edu/page/aat/300386899,,
/m/016f4d,Porcelain,https://www.wikidata.org/entity/Q130693,http://vocab.getty.edu/page/aat/300010662,,
/m/016f9d,Cowboy,https://www.wikidata.org/entity/Q178521,,http://www.iconclass.org/rkd/47I2281/,
/m/016fly,Professor,https://www.wikidata.org/entity/Q121594,http://vocab.getty.edu/page/aat/300025533,,
/m/016fqn,Douglas dc-3,https://www.wikidata.org/entity/Q190211,,,
/m/016g2_,Lily family,https://www.wikidata.org/entity/Q5194627,http://vocab.getty.edu/page/aat/300375591,,
/m/016g4s,Chocolate milk,https://www.wikidata.org/entity/Q13253,,,
/m/016g5h,Editing,https://www.wikidata.org/entity/Q194105,http://vocab.getty.edu/page/aat/300054700,,
/m/016g8_,Tarmac,https://www.wikidata.org/entity/Q3179760,,,
/m/016gcr,Guru,https://www.wikidata.org/entity/Q484260,,,
/m/016gq4,Mulberry,https://www.wikidata.org/entity/Q157307,,,
/m/016gv1,Sassafras,https://www.wikidata.org/entity/Q131532,http://vocab.getty.edu/page/aat/300012446,,
/m/016gvg,Station wagon,,,,
/m/016h1k,Handcuffs,https://www.wikidata.org/entity/Q15808,http://vocab.getty.edu/page/aat/300247516,http://www.iconclass.org/rkd/44G251/,
/m/016jhc,Veterans day,https://www.wikidata.org/entity/Q755999,,,
/m/016jzl,Light meter,https://www.wikidata.org/entity/Q607093,,,
/m/016kcw,King cobra,https://www.wikidata.org/entity/Q48186,,,
/m/016m2d,Skull,,,,
/m/016ms7,Ford anglia,,,,
/m/016nmn,Typesetting,https://www.wikidata.org/entity/Q837721,http://vocab.getty.edu/page/aat/300025708,,
/m/016nqd,Shape,https://www.wikidata.org/entity/Q207961,http://vocab.getty.edu/page/aat/300056273,,
/m/016nqt,Twig,https://www.wikidata.org/entity/Q11162356,,,
/m/016nsr,Marsh,https://www.wikidata.org/entity/Q30198,http://vocab.getty.edu/page/aat/300008903,,
/m/016p7h,Herbes de provence,https://www.wikidata.org/entity/Q913548,,,
/m/016pp7,Happy,https://www.wikidata.org/entity/Q8,,,
/m/016pxy,Buzkashi,https://www.wikidata.org/entity/Q745218,,,
/m/016pzj,Kamaboko,https://www.wikidata.org/entity/Q166204,,,
/m/016q19,Petal,https://www.wikidata.org/entity/Q107412,,,
/m/016qdn,Suede,https://www.wikidata.org/entity/Q1071417,http://vocab.getty.edu/page/aat/300193368,,
/m/016rbg,Melon,https://www.wikidata.org/entity/Q5881191,http://vocab.getty.edu/page/aat/300266444,http://www.iconclass.org/rkd/25G21(MELON)/,
/m/016rh7,Spinach,https://www.wikidata.org/entity/Q81464,,,
/m/016rvq,Dewberry,https://www.wikidata.org/entity/Q932314,,,
/m/016s_l,Saint patrick's day,https://www.wikidata.org/entity/Q181817,,http://www.iconclass.org/rkd/43A1454/,
/m/016sb3,Margarita,https://www.wikidata.org/entity/Q657621,,,
/m/016sl1,Grain,https://www.wikidata.org/entity/Q2995529,,,
/m/016t5h,Juniper,https://www.wikidata.org/entity/Q25662,http://vocab.getty.edu/page/aat/300343647,,
/m/016v5t,Ash Wednesday,,,,
/m/016v69,Maundy thursday,https://www.wikidata.org/entity/Q106333,http://vocab.getty.edu/page/aat/300264413,http://www.iconclass.org/rkd/11Q7625/,
/m/016vt9,Christmas card,https://www.wikidata.org/entity/Q622508,http://vocab.getty.edu/page/aat/300026782,http://www.iconclass.org/rkd/43A1214/,
/m/016vv0,Notebook,https://www.wikidata.org/entity/Q43013,http://vocab.getty.edu/page/aat/300264354,,
/m/016wfy,Pomeranian,https://www.wikidata.org/entity/Q7227266,,,
/m/016wkx,Pug,https://www.wikidata.org/entity/Q38698,,,
/m/016wmr,Arrest,https://www.wikidata.org/entity/Q1403016,,,
/m/016wtf,Sailor,https://www.wikidata.org/entity/Q45199,,http://www.iconclass.org/rkd/46C2711(SAILOR)/,
/m/016x44,Spruce,https://www.wikidata.org/entity/Q26782,http://vocab.getty.edu/page/aat/300343671,,
/m/016x4z,Fir,https://www.wikidata.org/entity/Q25350,http://vocab.getty.edu/page/aat/300343643,http://www.iconclass.org/rkd/25G3(FIR)/,
/m/016x87,Hawthorn,https://www.wikidata.org/entity/Q402453,,,
/m/016xr_,Shock absorber,https://www.wikidata.org/entity/Q211251,,,
/m/016xt7,Spoke,https://www.wikidata.org/entity/Q845671,,,
/m/016yfz,Shiitake,https://www.wikidata.org/entity/Q320999,,,
/m/016yx7,Gym,https://www.wikidata.org/entity/Q14092,http://vocab.getty.edu/page/aat/300007297,,
/m/016yzl,Gypsy moth,https://www.wikidata.org/entity/Q45532,,,
/m/016z4k,Singer-songwriter,https://www.wikidata.org/entity/Q488205,,,
/m/016znt,Public utility,https://www.wikidata.org/entity/Q1951366,http://vocab.getty.edu/page/aat/300008609,,
/m/016zpp,Guava,https://www.wikidata.org/entity/Q3181909,,,
/m/016zss,Advocacy,https://www.wikidata.org/entity/Q2509280,http://vocab.getty.edu/page/aat/300137775,,
/m/0170gz,Nativity scene,https://www.wikidata.org/entity/Q31732,http://vocab.getty.edu/page/aat/300264820,,
/m/0172jz,Bobcat,https://www.wikidata.org/entity/Q131907,http://vocab.getty.edu/page/aat/300250854,,
/m/0172pk,Thuya,https://www.wikidata.org/entity/Q147255,http://vocab.getty.edu/page/aat/300343676,,
/m/0173cb,Martin Luther King Jr. Day,https://www.wikidata.org/entity/Q751738,,,
/m/0173tc,Chapel,https://www.wikidata.org/entity/Q108325,http://vocab.getty.edu/page/aat/300004590,,
/m/01748f,Balcony,https://www.wikidata.org/entity/Q170552,http://vocab.getty.edu/page/aat/300002588,http://www.iconclass.org/rkd/41A38/,
/m/01748x,Gooseberry,,,,
/m/0174g1,Cushion,https://www.wikidata.org/entity/Q10971235,http://vocab.getty.edu/page/aat/300236073,http://www.iconclass.org/rkd/41A7221/,
/m/0174k2,Washing machine,https://www.wikidata.org/entity/Q124441,http://vocab.getty.edu/page/aat/300163297,,
/m/0174m3,Dry cleaning,https://www.wikidata.org/entity/Q878156,http://vocab.getty.edu/page/aat/300219637,,
/m/0174n1,Glove,https://www.wikidata.org/entity/Q169031,http://vocab.getty.edu/page/aat/300148821,,
/m/0174nj,Vinyl record,,,,
/m/01752z,Guts,https://www.wikidata.org/entity/Q11829360,http://vocab.getty.edu/page/aat/300191797,,
/m/0175cv,Tick,,,,
/m/01767_,Stocking,https://www.wikidata.org/entity/Q193017,http://vocab.getty.edu/page/aat/300046088,http://www.iconclass.org/rkd/41D2331/,
/m/0176mf,Belt,https://www.wikidata.org/entity/Q227077,,,
/m/017752,Toyota celica,,,,
/m/0177_d,Pouchong,https://www.wikidata.org/entity/Q2106693,,,
/m/0177t1,Plaid,,,,
/m/017832,Shetland pony,https://www.wikidata.org/entity/Q214720,,,
/m/01784p,Christmas cracker,https://www.wikidata.org/entity/Q1776859,,,
/m/01786t,Tricycle,https://www.wikidata.org/entity/Q536135,http://vocab.getty.edu/page/aat/300212989,http://www.iconclass.org/rkd/46C1252/,
/m/0178g,Boeing,https://www.wikidata.org/entity/Q66,,,
/m/0178j3,Dvd player,https://www.wikidata.org/entity/Q3783103,http://vocab.getty.edu/page/aat/300265820,,
/m/0179ms,Akvavit,https://www.wikidata.org/entity/Q178899,,,
/m/0179pn,Gaffer tape,https://www.wikidata.org/entity/Q16864723,,,
/m/0179ss,Airsoft,https://www.wikidata.org/entity/Q217108,,,
/m/017_cz,Major appliance,https://www.wikidata.org/entity/Q12269769,,,
/m/017_nw,Polikarpov i-16,https://www.wikidata.org/entity/Q641977,,,
/m/017blf,Wheat beer,https://www.wikidata.org/entity/Q131413,,,
/m/017bm6,Lens flare,https://www.wikidata.org/entity/Q105821893,,,
/m/017bml,Crème brûlée,https://www.wikidata.org/entity/Q312839,,,
/m/017bqr,Duet,https://www.wikidata.org/entity/Q109940,,,
/m/017bsd,Mg cars,https://www.wikidata.org/entity/Q189731,,,
/m/017bst,Drosophila melanogaster,https://www.wikidata.org/entity/Q130888,,,
/m/017c3w,Bonsai,https://www.wikidata.org/entity/Q64365,,,
/m/017c7s,Proton,https://www.wikidata.org/entity/Q827306,,,
/m/017cc,Brain,,,,
/m/017clw,Laboratory,https://www.wikidata.org/entity/Q483242,http://vocab.getty.edu/page/aat/300007660,http://www.iconclass.org/rkd/49E8/,
/m/017ctv,Single malt scotch whisky,https://www.wikidata.org/entity/Q10668296,,,
/m/017cv5,Flight attendant,https://www.wikidata.org/entity/Q101539,,http://www.iconclass.org/rkd/46C36212/,
/m/017d6t,Cessna 172,https://www.wikidata.org/entity/Q244479,,,
/m/017dmf,Nissan skyline gt-r,,,,
/m/017dpx,Caraway,https://www.wikidata.org/entity/Q26811,,,
/m/017dqv,Fennel,https://www.wikidata.org/entity/Q43511,,,
